,0
2023-08-23,77416.07454185683
2023-08-24,77663.87804474363
2023-08-25,77835.6426572553
2023-08-28,78194.46992679268
2023-08-29,78169.79419523299
2023-08-30,77899.92578039216
2023-08-31,77374.06244115345
2023-09-01,77667.21278280209
2023-09-04,78383.49870940266
2023-09-05,78189.8369599057
2023-09-06,78031.87201281764
2023-09-07,77720.40577946327
2023-09-08,77185.12031996761
2023-09-11,77475.01434713596
2023-09-12,77427.6618216634
2023-09-13,77846.00469179564
2023-09-14,77913.82726004685
2023-09-15,77740.5993079592
2023-09-18,78095.5377292478
2023-09-19,77854.47970900686
2023-09-20,77544.26934878193
2023-09-21,77614.30433678391
2023-09-22,77951.39868678608
2023-09-25,78085.75757991377
2023-09-26,77752.44535237705
2023-09-27,77662.08800368637
2023-09-28,77542.66617653593
2023-09-29,77627.51332439462
2023-10-02,77884.29020630025
2023-10-03,77249.73467094281
2023-10-04,77048.55918253989
2023-10-05,76762.37469111485
2023-10-06,77283.87538833635
2023-10-09,76951.82883457985
2023-10-10,77046.06201873416
2023-10-11,77135.53162426694
2023-10-12,77412.14799819747
2023-10-13,77291.60257077085
2023-10-16,77073.19469665406
2023-10-17,76940.24324410623
2023-10-18,76747.09223897837
2023-10-19,76412.75661389598
2023-10-20,76111.7562675634
2023-10-23,75968.43401459178
2023-10-24,75799.77760142316
2023-10-25,75823.67999187548
2023-10-26,76073.64711677725
2023-10-27,76404.14038362892
2023-10-30,76614.02053476522
2023-10-31,80585.73861235814
2023-11-01,80662.06985108572
2023-11-02,81020.57173001334
2023-11-03,81229.10767394904
2023-11-06,82084.93169972091
2023-11-07,81458.82761833783
2023-11-08,81846.73405149672
2023-11-09,81529.17755748535
2023-11-10,81306.08817217866
2023-11-13,81312.58233429451
2023-11-14,81174.2500484945
2023-11-15,81760.79361520827
2023-11-16,81655.88262678865
2023-11-17,81289.47482485468
2023-11-20,81784.97666912878
2023-11-21,82415.85660636691
2023-11-22,81821.10202493586
2023-11-23,81447.33330165342
2023-11-24,81467.71518479586
2023-11-27,81200.3989840098
2023-11-28,81247.2120880057
2023-11-29,80873.7011952903
2023-11-30,81044.67777186747
2023-12-01,80983.75466336377
2023-12-04,80847.10648352776
2023-12-05,80536.71643517572
2023-12-06,80127.44774207361
2023-12-07,80338.6693772808
2023-12-08,80324.36858048246
2023-12-11,80134.49786621607
2023-12-12,80463.22680477785
2023-12-13,79905.46480636667
2023-12-14,80187.25098413439
2023-12-15,80779.80140861563
2023-12-18,80462.08348083438
2023-12-19,80151.13547664873
2023-12-20,80431.93650937486
2023-12-21,80128.70701458893
2023-12-22,80470.73755242275
2023-12-26,80470.73755242275
2023-12-27,80534.77719998635
2023-12-28,81073.01419404338
2023-12-29,81368.77399855238
2024-01-02,81143.06190635743
2024-01-03,80900.97699480291
2024-01-04,80328.30829921424
2024-01-05,81107.60609707507
2024-01-08,80749.04908714649
2024-01-09,80510.71999280021
2024-01-10,79975.51624679597
2024-01-11,80050.15977181433
2024-01-12,79935.24111167763
2024-01-15,79778.01996388465
2024-01-16,79517.47242174733
2024-01-17,79023.8696508117
2024-01-18,78524.19884858142
2024-01-19,79120.90673880534
2024-01-22,79402.40519393451
2024-01-23,79001.56195741771
2024-01-24,79093.19733712
2024-01-25,80104.58548210094
2024-01-26,80104.58548210094
2024-01-29,80183.98573400624
2024-01-30,79650.30107296281
2024-01-31,80585.73861235814
2024-02-01,80904.78907049759
2024-02-02,80400.74332316415
2024-02-05,80180.59507344318
2024-02-06,81566.76906017495
2024-02-07,81586.98240043916
2024-02-08,81307.3520758051
2024-02-09,80955.343830982
2024-02-12,80894.08168205225
2024-02-13,81310.54275396459
2024-02-14,81244.2748016276
2024-02-15,81345.58560352412
2024-02-16,81848.30537220497
2024-02-19,81784.41405931144
2024-02-20,82005.76051868268
2024-02-21,83015.81431731531
2024-02-22,82652.91231919696
2024-02-23,82579.27661199206
2024-02-26,82375.46371457595
2024-02-27,82136.53057754267
